rid,fear
z047-cf-1,"אם הארון שלך יהיה מבולגן את לא תוכלי להתרכז, לא תוכלי לעשות את המטלות שלך כמו שצריך ותאלצי לעשות אותם שוב, זה עלול לגרור מהצב שתאלצי אולי לוותר על חלק מהמטלות ותרגישי שאת לא עומדת בציפיות של עצמך, במצב כזה תרגישי תסכול שיביא עוד ועוד מחשבות שליליות כמו כדור שלג, במצב כזה לא תוכלי לתפקד ובעצם לא תתקדמי ותבזבזי את החיים."
z047-cf-2,"את באה לצאת מהבית ורוצה לבדוק אם הדלת נעולה, אם לא תעשי את זה תרגישי שמישהו יכול לפלוש לאזור האישי שלך ולא תיהיה בשליטה על מה שקורה שם, זה יגרום לך לחוסר נוחות וכתוצאה מכך ללחץ- את עלולה להגיד למישהו משהו שלא התכוונת כי היית בלחץ וכך לפגוע במישהו, הוא יחשוב עליך שאת אדם לא נעים וזה עלול לגרום לריחוק שלו ושל אנשים אחרים, את תרגישי לא נעים עם זה כיוון שאנשים יחשבו עליך משהו שהוא לא נכון."
z056-sf-1,"אני במקום העבודה, נגעתי במשהו שאחד העובדים האחרים (שהוא פחות נקי) נגע, עכשיו אני מרגישה מזוהמת, אני רוצה לשטוף ידיים אבל עוצרת את עצמי,  מרגישה מזוהמת ועולה תחושת חוסר אונים."
z056-sf-2,"נמצאת במעבדה עושה ניסוי, מרגישה שטעיתי בחישובים רוצה לקבל אישור מאחד העובדים האחרים על העבודה שלי אבל עוצרת את עצמי,  אני מרגישה כישלון בטוח טעיתי."
z056-cf-1,"אני בעבודה, נגעתי במשהו שאחד העובדים האחרים נגע בוא ואני מרגישה צורך לשטוף ידיים אבל עוצרת את עצמי, מרגישה מזוהמת ותחושת חוסר אונים, אם ארגיש חוסר אונים ויקרה משהו רע לא תהיה לי שליטה עליו.


"
z056-cf-2,"אני אמורה לעשות ניסוי, מרגישה צורך לקבל אישור מאחרים שהחישובים שעשיתי טובים ולא טעיתי, אני עוצרת את עצמי מלשאול מישהו אחר ומרגישה שטעיתי בעבודה, אם טעיתי אני ארגיש כישלון מעצמי כי לא הצלחתי לעשות את מה שרציתי ואכזבתי את עצמי, ואז הכל לא טוב, ואם הכל לא טוב אז  דברים שאני אוהבת לעשות או דברים קטנים שהציקו לי עכשיו יפריעו לי,  אם כל דבר יפריע לי אז תמיד דברים יראו לי רעים אפילו אם הם לא כל כך גרועים, יהיה לי רע ואני אתקע במחשבות הרעות ולא אהנה מהחיים שלי."
z057-sf-1,"את רואה את השירותים מלוכלכך,  את הרגישה גועל וצמרמורת את מרגישה שאת צריכה לשפוך אקונומיקה ומים ולהתחיל לקרצף, אם לא תעשי את הטקס את תרגישי מועקה וגועל."
z057-cf-1,"אם תרגישי מועק וגועל > את תרגישי שאת צריכה לצאת מהדירה, את רוצה להרגיש בנוח בדירה שלך, אחרת לא יהיה לך מקום בטוח ותיהי בחוסר שקט תמידי, כתוצאה מכך את עלולה לסבול, להרגיש שאין לך שליטה  וזה יגרום לך להרגיש שבא לך להעלם וכתוצאה מכך חוסרות אונים"
z059-sf-1,הארון מבולגן את מרגישה שאת צריכה להוציא אותם החוצה לקפל ולהחזיר חזרה מסודר התחושה הראשונה שאת מרגישה כשאת מחליטה לא לסדר היא היא ייאוש.
z059-sf-2,את מכינה אוכל ואחד החברים אומר שלא טעים לו ואת נעלבת.
z059-cf-1,"אם הארון לא יהיה מסודר את לא תוכלי להתרכז בלימודים, זה עלול לגרום לך לדחות את התואר ואז לדחייה של החתונה והילדים, כתוצאה מכך הילדים עלולים להיוולד עם בעיות כי את תלדי אותם בגיל מאוחר, במצב כזה הם יהיו תלויים בך ואת תצרכי להשתעבד לטיפול בהם, את תפסיקי להנות מהחיים שלך, במצב כזה את תיהי עצובה ומדוכאת, מבחינתך אין טעם לחיות את החיים אם לא נהנים מהם."
z059-cf-2,אם החיים לא יהיו מהנים לא יהיה לך טעם בחיים.
z070-sf-1,"אני נמצאת במיטה, אני חוששת שהבית לא נעול- חשוב לי לבדוק אם הבית נעול כי יש לנו  נשקים בית-מרגישה מצוקה ולחץ מפחדת שמישהו יכנס לבית אם אני מחליטה לא לבדוק את הדלת."
z070-sf-2,"אני נמצאת במטבח, הכוסות לא מסודרות ואני רוצה לסדר את הכוסות; אני נמנעת מלעשות את זה ומרגישה שזה מחרפן אותי (מרגישה אי-שקט)."
z070-cf-1,"אני שוכבת במיטה, עולה בי המחשבה שהדלת לא נעולה אני מרגישה שאני צריכה לבדוק אם היא נעולה אבל עוצרת את עצמי, אני מפחדת שהיא באמת לא נעולה ושמישהו יכנס ולבית שלי ויעשה משהו רע כמו להרוג את בעלי, אם זה יקרה אני אחיה ללא בעל, וזה נורא כי אני אהיה לבד ולכן לא אצליח להתמודד עם הקשיים שהחיים מביאים, וגם לא ירצה להתמודד איתם, כך שאני ארגיש שזה סוף החיים ולא אצליח להתקדם בשום דבר, ואם כך הדבר  אין טעם להמשיך את שגרת החיים הזאת (ולחיים אין משמעות יותר)."
z070-cf-2,"

אני נמצאת במטבח, הכוסות לא מסודרות ואני רוצה לסדר את הכוסות, אבל אני נמנעת מלעשות את זה ומרגישה שזה מחרפן אותי (מרגישה אי-שקט), האי שקט יגרום לכך שאני לא אצליח להיות מרוכזת בדברים אחרים, כך שאני אצטרך ללכת לעבודה ולא יהיה מרוכזת לגמרי בה ואחשוב על הכוסות בארון, ובגלל שאני בעבודה ביטחונית, אם לא אהיה מרוכזת לגמרי אני עלולה לפספס מידע חשוב או אירוע ביטחון שמתרחש, אם יקרה משהו רע אני אהיה אחראית על זה ואני אשא את האשמה כל חיי, ואם כל חיי ארגיש אשמה אני לא יהיה ""אני"" יותר ולא אהיה שמחה יותר, כך שהחיים יהיו מדכאים ולא אוכל לחזור לחיים שהיו לפני, ואם זה המצב חלק ממני כנראה ירגיש שאין רצון לחיות עוד ואולי יעלו  מחשבות אובדניות. 


"
z071-sf-1,את יוצאת מהבית ואת לא בטוחה אם נעלת את הדלת אם לא תעשי את זה את תרגישי דאגה כי הבית יהיה פתוח.
z071-cf-1,"אם הבית שלך יהיה פתוח מישהו יוכל להכנס לבית שלך, את תרגישי חדירה לפרטיות כתוצאה מזה תרגישי חוסר שליטה על מה שנוגע אליך ואת תררגישי שאת לא יכולה לשנות את המצב. במצב כזה את עלולה להיות נתונה להחלטותיהם של אחרים- שעלולים לא להתחשב באינטרס שלך. הדבר יוביל לכך שתאבדי דברים שחשובים לך, זה עלול לגרום לבדידות שתשפיע על הביצועים שלך, בעקבות כך את עלולה לפגוע בבן אדם."
z061-sf-1,"אני נמצאת במיטה, ואני רוצה לבדוק את השעון המעורר בטלפון לוודא שהוא פועל. אני נמנעת מזה, מרגישה לחץ ובטוחה שלא אתעורר מחר."
z061-cf-1,"אני שוכבת במיטה, ואני רוצה לבדוק שוב שהשעון מעורר פועל, אני מחליטה להימנע מזה וחוששת  שאני עלולה לא לקום לעבודה, אם זה יקרה אני אסתבך עם המנהלת שלי  והמוניטין והשם שלי יפגע. אם המוניטין שלי יפגע אתפס באופן שלילי יותר בעבודה, אם זה יקרה הביטחון העצמי שלי יפגע כי אאכזב את האחראים עליי ואת התלמידים שלי, ואם הביטחון שלי יפגע יהיו לכך השלכות של כמה אני ארגיש טובה\בטוחה בעבודה, ואז כל טעות קטנה או שטות תגרום לי להיות מודאגת מכך שזה יפגע בי בעתיד (למשל במשו""ב,או שיתלוננו עליי), אם אהיה תמיד מודאגת לא אוכל למדר או לתעדף דברים, ואהיה מוטרדת מהכל בבת אחת, ואז אני אצא מאיזון, אני לא אצליח בתחומים נוספים בחיים שלי וארגיש ששום דבר ""לא עובד""  ואני נכשלתי בכך שאני לא יודעת לקחת דברים בפרופורציה ונותנת לדברים קטנים או למשהו אחד להרוס את כל השאר, ואז אני עלולה לרדת מהמסלול חיים תקין ונורמטיבי ויהיה לי קשה לחזור לחיים אלה, אני אהיה במצב לא טוב הקושי יגדל ויהיה מעגל שיאכיל את עצמו שיקשה עליי יותר ויותר (למשל יותר לחץ שמאכיל את עצמו)  ולא יהיה לי טוב במעגל הזה. 



"
z069-sf-1,"אני נמצאת בבית שלי, הכלב עשה את הצרכים שלו על השטיח אני רוצה לנקות, אבל עוצרת את עצמי אני מרגישה תחושת זיהום."
z069-sf-2,"אני רבתי עם בן זוגי אני בוכה ורוצה לשים את האצבע בפה אני מחליטה להימנע מזה, אני לא מצליחה להירגע"
z069-cf-1,"אני נמצאת בבית הכלב עשה את הצרכים שלו על השטיח אני רואה את זה ורוצה לנקות, אני מחליטה להימנע מזה, עולה בי תחושה של זיהום וג'וקים עלולים להיכנס לבית, אם זה יקרה אני אהיה בסביבה מזוהמת ואני עלולה להזדהם, אם אני אזדהם אני עלולה לחלות, והמחלות יהיו חמורות כך שאני עלולה למות, זה נורא כי אני עדיין צעירה ולא הספקתי כלום בחיי כך שמוות מקודם ימנע ממני לממש את הייעוד שלי, לא יהיו לי ילדים ולא תהיה לי המשכיות וזה נורא כי השושלת שלי תפסק- ובגלל שאני מאומצת לא אראה מישהו שדומה לי וזה מעציב אותי 


"
z069-cf-2,"אני רבתי עם בן זוגי אני בוכה ורוצה לשים את האצבע בפה אבל אני מחליטה להימנע מזה, אני לא מצליחה להירגע אני ובן זוגי חמי מזג אם לא אצליח להירגע לא נצליח לפתור דברים, כך שאנחנו אולי ניפרד. אם ניפרד נפרק את החבילה ואצטרך להתחיל הכל מחדש, בגלל שאני בת 35 אולי יהיה לי קשה להיכנס להריון עד שאכנס לזוגיות, ואז אולי לא אצליח להיכנס להריון כלל, אם זה יקרה לא תהיה לי שושלת וילדים משלי, ואז אהיה רווקה ערירית, אהיה לבד ולא יהיה אף אחד שיעזור לי, אני לא רוצה להיות לבד. 


"
z072-sf-1,"אתה בחדר שלך לומד, אתה לא מצליח כי אתה רוצה ללכת לבדוק את הבית (אורות, בוילר), אם לא תעשה את זה אתה תרגיש תחושה חזקה שמשהו לא בסדר וזה לא יתן לך להמשיך ללמוד."
z072-cf-1,"אם לא תלך לבדוק את הבית בזמן שאתה לומד, אתה לא תוכל להתרכז וכתוצאה מכך לא תצליח בלימודים, זה יוביל לתחושת דיכאון שתמנע ממך לתפקד. במצב כזה לא תוכל לתהקדם בחיים ותיהיה חסר תכלית- מה שיאכזב אות ההורים שלך."
z074-sf-1,"אתה יושב בחדר של חבר שלך, אתה מרגיש שאתה צריך לנקות את עצמך או את האזור שלך, אם לא תעשה את זה  זה יגרום לך להרגיש קצת חוסר נוחות"
z074-cf-1,"אתה תיהיה לא נקי וכתוצאה מכך תרגיש חוסר נוחות ולא תתרכז בלימודים, במצב כזה אתה עלול להיות פחות יעיל ובסופו של דבר לא להצליח בלימודי התואר, אתה תרגיש כישלון גדול והערך העצמי שלך יפגע, עקב כך אתה תסתובב עם תחושות לא נעימות ותיהיה תקוע ברחמים עצמיים."
z032-sf-1,"אני נמצאת במעבדה, אני רוצה לקבל מידע מאחד החוקרים לגבי איך להמשיך בניסוי שלי, אני עוצרת את עצמי, אני מרגישה חוסר נוחות."
z032-cf-1,"אני נמצאת במעבדה, אני רוצה לקבל מידע מאחד החוקרים לגבי איך להמשיך בניסוי שלי, אני עוצרת את עצמי,  ומרגישה חוסר נוחות, אם הניסוי לא יצליח אז  האחריות הבלעדית תהיה עליי, ואז האנשים ובעיקר עצמי ""יגלו"" שאני לא יודעת כלום, אם זה יקרה אני ארגישה אכזבה ושאני מבזבזת את הזמן, זה דבר שיבאס אותי כי אני רוצה להעריך את עצמי ויקרה בדיוק ההפך אז לא יהיה לי חשק לקום בבוקר, ולא תהיה לי סיבה לשמוח, אז אני עלולה להיכנס לדיכאון וארגיש חוסר מיצוי ואספור ימים לסוף. אני מפחדת שאני אכנס לזה ולא ארצה לצאת ממעגל הדיכאון  וזה אסור  כי יש לי ילדים, אני אאבד את הפניות שלי אליהם ולא אוכל למלא אחר הצרכים שלהם, ואז לא יהיה מי שיעזור להם להתפתח ולגדול באופן שאני חושבת שהוא בריא ונכון, הם יפספסו את הילדות שלהם , יתבגרו מהר מדי- ויחסמו חלק מהדברים שהם אמורים ללמוד- אולי זה ישפיע עליהם בתור מבוגרים כך שהם לא יהיו אנשים שמחים ויפקפקו בעצמם - כך שיכנסו למעגל לא טוב ויספרו את הימים לסוף.  
"
z079-sf-1,את נמצאת בסערת רגשות ואת רוצה לנקות כדי להרגע אם לא תעשי את זה את לא תוכלי להיות מרוכזת.
z079-sf-2,"את במעבדה שופכת ממיכל נוזל למיכל אחר באופן שלו יהיו בו ניירות, את רוצה לבדוק מספר פעמים שאין ניירות, אם תחליטי לא לעשות את זה את תרגישי שאת עלולה לפשל."
z079-cf-1,"את לא מרוכזת במשימות שלך ואת לא תעשי אותן כמו שצריך, במצב כזה זה יוריד מהערך העצמי שלך, את תמנעי מלעשות דברים בחיים ותגישי פספוס ,כתוצאה מזה תחזירי להרגיש שהערך העצמי שלך ירוד."
z079-cf-2,"אם את לא תשפכי את הנוזל לכלי כמו שצריך, את עלולה לטעות ולהרוס את הכל, את תצאי לא אחראית וזה אומר שגם לא מקצועית מספיק, כתוצאה מכך את תאכזבי את עצמך והערך העצמי שלך ירד."
z083-sf-1,"השולחן לא מסודר, אתה רוצה לסדר אותו, אם לא תסדר אותו תרגיש שזה מציק לך."
z083-cf-1,"אם השולחן מבולגן ואתה לא תסדר אותו זה יציק לך, אתה תיהיה מוטרד בלי סוף וזה יפריע לעשות דברים אחרים. במצב כזה אתה תבזבז את הזמן ולא תעשה דברים כמו שצריך, אם לא תעשה דברים כמו שצריך, אתה תרגיש שאתה לא מוצלח במה שחשוב לך."
z087-sf-1,"חזרתי מהעבודה, עולות משבות מטרידות על כך שאני לא מרוצה מהעבודה שלי וחברה שלי כן, אני רוצה להסיח את דעתי ולצפות בטלוויזה ולעשות בינג', אני נמנעת מזה, מרגישה קצת תסכול וקנאה כלפי החברה."
z087-cf-1,"חזרתי מהעבודה, עולות משבות מטרידות על כך שאני לא מרוצה מהעבודה וחברה שלי כן, אני רוצה להסיח את דעתי ולצפות בטלוויזה ולראות בינג', אני נמנעת מזה, מרגישה קצת תסכול וקנאה כלפי החברה, אם זה יקרה אני ארגיש לא בסדר על כך, וכי לא הצלחתי להגיע לאן שרציתי להגיע ואנשים אחרים שסביבי כן, כך שזה יחזק אצלי תחושות שעולות בי לפעמים על כך שאני לא מתקשרת מספיק טוב עם אחרים ושאני לא טובה מספיק, כך שאני לא אראה את עצמי באור חיובי יותר, אם זה יקרה אולי אכנס לדיכאון ואז לא ארצה להתקדם בחיים 
 ואפגע באחרים שחשובים ל,  ובעצם אאבד את כל מה שיש לי וחשוב לי

"
z084-sf-1,"השולחן בעבודה לא מסודר, את רוצה לסדר אותו, אם לא תסדרי אותו את תרגישי בלבול"
z084-cf-1,"אם השולחן יהיה מבולגן יהיה לך באלגן בראש, זה יגרום לך להיות לא מרוכזת ואת עלולה לעשות טעויות טיפשיות שיגרמו לך להתעכב בהשלמת הדוקטורט, את לא תתקדמי בחיים ובמצב כזה את עלולה להיות מוטרדת מבחינה כלכלית ואת תצטרכי להיות עסוקה בהרבה עבודות כך שלא תוכלי להתפנות למשפחה. במצב כזה לא תוכלי לתת לילדים את החוויה המשפחתית שרצית להעניק להם, לא יהיה להם על מי לסמוך וכך בעצם את לא מעניקה להם את הטוב ביותר."
z085-sf-1,"אני בחדר בבית של ההוירם, הורים אצל חברים ואמרו שיחזרו ב-21, אבל כבר 21:30- אני מתקשרת אליהם והם לא עונים אני מרגישה לחץ בחזה, רוצה לבדוק באינטרנט אם הייתה תאונה בסביבה. אני עוצרת את עצמי - מרגישה חוסר נוחות מחוסר הידיעה."
z085-sf-2,"אני בחדר שלי, בבית אמא שלי סידרה לי את הבגדים בארון, אבל שמה את החולצות במקום הלא הנכון והרסה לי את הסדר, אני מרגישה כעס וחוסר נוחות כלפיה, אני רוצה להתעמת איתה, אבל עוצרת את עצמי, מרגישה חוסר נוחות ולא מבינה למה היא עשתה את זה."
z085-cf-1,"אני בחדר בבית של ההורים, הורים אצל חברים ואמרו שיחזרו ב-21, אבל כבר 21:30- אני מתקשרת אליהם והם לא עונים אני מרגישה לחץ בחזה, רוצה לבדוק באינטרנט אם הייתה תאונה בסביבתם. אני עוצרת את עצמי - מרגישה חוסר נוחות מחוסר הידיעה של מה קרה להם ושאולי היו בתאונה,  אם הם היו בתאונה הם אולי יפצעו קשה וימותו, אני לא רוצה לאבד את ההורים שלי הם מקור התמיכה שלי, ואם אני אאבד אותם אני אצטרך להסתדר לבד ולטפל באחיי הקטנים ולעצור את כל חיי בשביל לתפקד כהורה, זה מפחיד אותי כי אני לא מרגישה מספיק מוכנה לתפקד כהורה, גם אמא שלי הייתה אמא צעירה וזה פגע בי לפעמים, כך שאני עלולה להשפיע על החיים של האחים שלי כי אני לא אחנך אותם טוב או אהיה שם בשבילם. אם זה יקרה הם אולי יגדלו להיות לאנשים לא טובים שלא ידעו להתמודד עם החיים והם יגיעו למצב של הרס עצמי ויפגעו בעצמם. 


"
z085-cf-2,"אני בחדר שלי, בבית אמא שלי סידרה לי את הבגדים בארון, אבל שמה את החולצות במקום הלא הנכון והרסה לי את הסדר, אני מרגישה כעס ועצבנית. אני רוצה להתעמת עם אמא אבל  אני עוצרת את עצמי, מרגישה חוסר נוחות ולא מבינה למה היא עשתה את זה,  אם לא אתעמת איתה, לא אצליח להבין למה היא התערבה וסידרה את הארון, ואם לא אדע לא אוכל למנוע את זה ממנה בפעם הבא, כך שזה יקרה שוב ואני ארצה שוב להתעמט איתה וארגיש חוסר נוחות שמופנה כלפיה שמצטבר, אם זה יקרה הקשר ביני לאמא ייהרס ואנתק איתה קשר, זה נורא כי אני אשאר לבד ואמא היא מקור התמיכה הנפשי שלי ואני אאבד אותו, ואם אאבד את אמא,  אני ארגיש תמיד חרטא שלא הצלחתי להתמודד טוב יותר,  וחוסר וודאות לגבי מה קורה עכשיו עם חייה של אימי, זה נורא כי אם לא אדע מה קורה איתה אולי אגלה שקרה לה משהו  רע ושאיבדתי אותה, ובזבזתי את הזמן במקום להיות איתה כשיכולתי. 

"
z053-sf-1,"את נמצאת במטבח והוא מבולגן ומלוכלך, את מרגישה שאת רוצה לסדר אותו, אם לא תעשי את זה את תרגישי שאת יוצאת מאיזון."
z053-cf-1,"אם את לא תנקי ותסדרי את המטבח את תיהי עצבנית, את לא רוצה להיות עצבנית כי מאוד חשוב לך להוכיח שאת לא עצבנית כדי שלא יגידו לך את זה ויציקו לך עם ביקורת על כך, הביקורת מראה בעצם שאף אחד במשפחה לא מבין אותך ולכן גם לא מעריך אותך, אם אנשים לא יעריכו אותך כפי שאת מעריכה את עצמך, יחשבו שאת אדם רע."
z064-sf-1,"אני יושבת במשרד של חבר שלי, הוא הלך לעשות ניסוי במעבדה בה הוא מתעסק בחומר כימי מסוכן , הוא לא הגיע בשעה שציפיתי לה, עולה  בי תחושה לא טובה ועלו מחשבות מטרידות שמשהו רע קרה לו.  אני רוצה להרגיע את עצמי ולהגיד לעצמי"" הוא יודע מה הוא עושה, יהיה בסדר אני סתם לחוצה; אני לא עושה את זה, מרגישה שהלחץ לא עובר."
z064-cf-1,"אני יושבת במשרד של חבר שלי, הוא הלך לעשות ניסוי במעבדה בה הוא מתעסק בחומר כימי מסוכן , הוא לא הגיע בשעה שציפיתי לה, עולה  בי תחושה לא טובה ועלו מחשבות מטרידות שמשהו רע קרה לו.  אני רוצה להרגיע את עצמי ולהגיד לעצמי"" הוא יודע מה הוא עושה, יהיה בסדר אני סתם לחוצה""; אני לא עושה את זה, מרגישה שהלחץ לא עובר, כך שאני אכנס להתקף חרדה ואקרוס לתוך עצמי, אם אקרוס לתוך עצמי לא אוכל לפעול ולשנות את המצב כך שאאבד שליטה, ואם אאבד שליטה אני כנראה לא אוהב את התוצאות שיקרו, משהו רע עלול לקרות לבן זוגי והוא עלול להפגע מהחומר ואני לא עזרתי לו, אם אדע שיכלתי למנוע פגיעה בו ולא עשיתי את זה אני לא אוכל לחיות עם עצמי. 
"
z062-sf-1,"את נמצא בבית הקפה שאת עובדת בו את רואה את הכוסות מבולגנות, אם לא תסדרי אותן, את תרגישי חוסר נוחות."
z062-cf-1,"אם הכוסות בבית הקפה לא יהיו מסודרות ולא תסדרי אותן, את תרגישי שזה לא נראה טוב וזה אומר עליך שאת לא משקיעה ומגדילה ראש. את לא רוצה שאנשים יחשבו את זה כי זה לא נכון, את רוצה שאנשים יראו שאת משקיעה, אם אנשים יחשבו שאת לא, סימן שהם לא מעריכים אותך."
z043-sf-1,"אני נכנסתי לאוטו של חברה, ובטעות הכנסתי את רגל שמאל קודם. אני רוצה לצאת ולהכנס שוב עם רגל ימין אבל עוצרת את עצמי- אני מרגישה מוטרדת ושמשהו רע עלול לקרות."
z043-sf-2,"אני משוטטת בפייסבוק,נתקלת  בפוסט עם פסוק להחלמה עבור מישהו, מרגישה צורך לקרוא את כל הפסוק אבל עוצרת את עצמי, אני מרגישה חשש שמשהו רע יקרה לו."
z043-cf-1,"אני נכנסתי לאוטו של חברה, ובטעות הכנסתי את רגל שמאל קודם. אני רוצה לצאת ולהכנס שוב עם רגל ימין אבל עוצרת את עצמי- אני מרגישה מוטרדת ושמשהו רע עלול לקרות, ואז יהיה לי יום רע ואני עלולה לריב עם אחרים. אני אוהבת לרצות אחרים אז אם זה יקרה אני ארגיש רע ושהערך העצמי שלי ירד, אם הערך העצמי שלי ירד אני ארגיש שאני לא שווה כלום, כך שאהיה מעמסה ועוול על אחרים שלא צריכים בי (ואני מרגישה שאני חיה כדי שיצטרכו אותי) 
"
z043-cf-2,"אני משטטת בפייסבוק נתקלת בפוסט עם פסוק תהילים  עבור החלמה של מישהו, מרגישה צורך לקרוא את כל הפסוק אבל עוצרת את עצמי, אני מרגישה חשש שמשהו רע יקרה לו, אם משהו רע יקרה לו אני ארגיש שאת המעט שיכלתי לעשות כדי לעזור לא עשיתי ואז אני האשים את עצמי חלקית על מה שקרה לו כי אני יכלתי לעשות משהו קטן וחשוב  וויתרתי עליו."
z075-sf-1,"אני נמצא בחדר שלי על הספה, עולות בי תחושות של בדידות וחוסר הערכה עצצמית אני רוצה להגיד לעצמי מנטרה שתרגיע אותי "" מחר יהיה בטוח יותר טוב"", אני עוצר את עצמי- ואני לא יודע מה יהיה עכשיו"
z075-cf-1,"אני נמצא בחדר שלי על הספה, עולות בי תחושות של בדידות וחוסר הערכה עצמית אני רוצה להגיד לעצמי מנטרה שתרגיע אותי "" מחר יהיה בטוח יותר טוב"", אני עוצר את עצמי- אני לא יודע מה יהיה עכשיו כך שאני לא אדע כמה זמן אני אהיה בחרדה, וזה לא טוב כי אני במצב שלא נעים לי, אני מרגיש לא שלו בראש שמשהו מעורער מבפנים ואם אני מעורער זה עלול להוביל לכך שאני אהיה דיכאוני  יותר, ואז אהיה יותר פסימי ואתמקד יותר במה שקורה לי כרגע, אם זה מה שיקרה אהיה בקונפליקטים פנימיים לגבי הדברים שאני מאמין בהם וחשובים לי, ואז זה יוביל לערעור בעצמי באיך שאני  תופס את המציאות , זה מפחיד אותי כי אז אני אהיה במקום מפוקפק ואני אשליך לגבי דברים ותחומים שונים בחיים שלי ולא אדע להבדיל בין מה אמיתי ללא אמיתי ואפקפק במציאות, כשזה יקרה אז ארגיש שאיבדתי את עצמי ואת האישיות שלי ואאבד את השפיות שלי"
z076-sf-1,"את במיטה מנסה להרדם, ופתאום עולות לך מחשבות רעות ותחושות לא נעימות, את רוצה לפתוח את הטלוויזיה ולראות סדרה שטחית, את לא עושה את זה, את מרגישה שבא לך לבכות ושקשה לך לנשום."
z076-cf-1,"אם תיהי במיטה ויהיו לך מחשבות רעות, את תרצי לפתוח טלוויזיה, אם לא תעשי את זה, המחשבות ימשיכו להטריד אותך ואת לא תוכלי להרדם, אם לא תוכלי להרדם אולי תמצאי את עצמך במצב שהיה לך בעבר- את תאבדי בוחן מציאות ותתחילי להזות- במצב כזה לא תדעי אם את יכולה לסמוך על המוח שלך, הדבר יגרור תחושה של חוסר שליטה."
