rid,fear
90,"הילד נכנס לבריכת הכדורים בג'ימבורי, הוא נדבק בחיידקים ולאחר כמה ימים מפתח חום, המחלה מסתבכת ואתם מגיעים לבית חולים לאשפז את הילד, את חשה חוסר אונים והילד נמצא בסכנת מוות."
39,"אם את לא תמנעי מסיטואציות חברתיות, את תרגישי אי נוחות ותתעסקי במה חושבים עליך."
50,"אם תלכי לחתונה את תרגישי חרדה, זה ישפיע עליך לאחר מכן ואנשים ישאלו ""מה איתך"", במצב פגיע את תחשפי יותר ממה שאת מעוניינת, ואנשים מסוימים ידעו עליך דברים שאת לא מעוניינת שידעו."
5,"אם היית מששתפת בסרטון שהסטודנטים הכינו לשיעור, הייתי מדברת מאוד בלחץ, בלבול, שוכחת עסוקה בתחשות של איך את נראית ואיך את נשמעת."
13,"אני משתתפת בסרטון שהסטודנטים הכינו לשיעור וצריכה להציג משהו, אני מדברת בלחץ, בלבול, עסוקה בתחושות של איך אני נראית ונשמעת."
122,אם לא אמנע ממעלית אני מפחדת שאתקע בה.
48,"אם תנהגי עם השותפה שלך את תרגישי לחץ וחוסר ביטחון, את תיהי מובכת כי זה נורא מוזר שאין לך ביטחון בנהיגה... הערך שלך בעייני אחרים ירד וכתוצאה מכך גם הערך העצמי שלך בעייני עצמך, את תיהי כלום ולא תיהיה לך משמעות בחיים."
91,אם תעבירי ביקורת לחברה שלך את חוששת שהתגובה שלה תיהיה קשה.
135,"את לוקחת על עצמך לארגן פעילות לילדים. את יושבת מול הדף הריק ואת חווה לחץ ובלבול. את יודעת שאת יכולה להפיק משהו טוב, אבל זה לא מצליח את לא יודעת ממה להתחיל. בסופו של דבר הפעילות גרועה ואת מרגישה כישלון."
31,"אני בכיתה באוניברסיטה ויש סביבי סטודנטים שאני לא מכירה, אני רוצה להכיר אותם ולדבר איתם אבל זה מעורר בי מצוקה, אני מחליטה לדבר איתם, אבל מפחדת שהם לא יבינו למה אני מדברת איתם או שאגיד משהו מטופש"
121,להיות חסר אונים ויכולות מול העולם ומה שהוא מזמן לי.
60,"אם תצאי לדייט, יהיו שתיקות אורוכות ואת תגידי דברים מוזרים ומביכים. את תצאי מוזרה והאדם מולך יחשוב שאת אכן כזאת"
89,אם הילדים יהיו בג'ימבורי בבריכת כדורים תרגישי תחושות של מתח מכך שהילדים עלולים להדבק במחלות.
6,"אם היית משתתפת בסרטון למטלה בכיתה היית מרגישה לחץ שאת לא מדברת כמו שצריך או נראית כמו שצריך. במצב כזה אנשים יכולים לחשוב שאת ""משעממת"" ולא תוכלי לשנות את זה, ולמרות שאת מנסה לא להיות כזו,  זה לא מצליח. במצב כזה מטרידה אותך במיוחד העובדה שנכשלת בנסיון לבטא את עצמך או להציג את עצמך כמו שרצית."
92,"חברה שלך מתקנת אותך ליד חברים, שהיא תקנה לך פלאפון רק אם יצא לה... ההערה לא מוצאת חן בעיינך ואת מעירה לה על כך. החברה מתנהגת בקרירות ובריחוק ואת מגלה שאין לך באמת מערכת יחסים פתוחה וחברית איתה כמו שהיא הייתה רוצה> את מרגישה בודדה"
116,"את צריכה להציג מול הכיתה, את רועדת ומגמגמת ואנשים שמים לב שאת בלחץ, הם חושבים שאין לך ביטחון, את לא מצליחה לבטא את עצמך כמו שהיית רוצה ולכן את מצטיירת כאדם חסר ערך בעייניהם, זה אומר שאת באמת חסרת ערך ואין משמעות לקיום שלך כאן."
111,אני ארגיש שיפוטיות ושלא נוח.
66,"אם תלך לחתונה של בת הדודה תצטרך להגיד שלום להרבה אנשים, אתה תרגיש מצוקה כי לא תדע איך להתנהל, למי להגיד שלום, למי ללחוץ את היד או למי לתת חיבוק. אתה תצא מביך, אנשים יצחקו עליך ויחשבו שאתה מוזר, כתוצאה מזה אתה תרגיש דחוי."
18,"אני לא אוהבת לנסוע לירושלים ומעדיפה להימנע , אחי שגר שם מזמין אותי אליו ואני מחליטה לנסוע לשם לבקר אותו  בכל זאת,  אני חוששת שאני אראה דברים שיזכירו לי את העבר אני אכנס לחרדה ולא אצליח להירגע, אולי ידעו עלי דברים שאני מעדיפה שלא ידעו עלי, ואם אחי ישאל שאלות וידע דברים עלי, זה אולי יעבור הלאה לאנשים אחרים מהמשפחה או מכרים נוספים. אם זה יקרה הם יפרשו את הדברים באופן לא טוב ומעוות. כך שהם  ידו דברים שהעדפתי לשמור לעצמי ואני לא אדע מה יכול לקרות, אבל אני ארגיש תחושות שאני מעדיפה להימנע מהם. אני מפחדת מההשלכות של זה, שזה יגרום להם לתגובה מסוימת - הם יגיבו בקיצוניות או יפנו כלפי אלימות מילולית וזה ישבור אותי או יפתיע אותו (ואני לא אוהבת הפתעות)ואז יהיה לי קשה להתמודד עם זה ואני לא אצליח להתמודד עם זה ואאבד את כל מה שהשגתי. 


אני צריכה להתמודד מחדש עם דברים ומחשבות שונות וקשות."
146,"היה ערב ספורט והיכרויות במקום שאני מכיר, ערב שנרשמתי אליו והם שינו את הרעיון- פתאום זה גם ערב הכרויות זה העלה בי חשש ונמנעתי מללכת- זה היה מביך אותי להיות שם"
131,להיות בודדה.
9,"אם היית עושה היום בדיקת דם ביו שואבים ממך דם, היית מרגישה תחושות פיזיות רעות: ששואבים ממך דם, שיש לך סחרחורת ועוד...."
115,אם היא תיהיה מול אנשים היא תרגיש תחושות פיזיות לא נעימות ותגמגם.
117,לחיות בלי תחושה של חופש.
79,"אם לא הייתי מתגוררת עם שותפים, זה היה דורש ממני אנרגיות ולהיות במודעות שיש עוד בן אדם שגר איתי בבית שצריך להתחשב בו."
58,"את יושבת עם אנשים, הם מתחילים לדבר על רגשות ומצפים ממך להשתתף בשיחה ולחשוף את עצמך, את מרגישה תחושות פיזיות לא נעימות, את משתתפת בשיחה ומרגישה שאת חווה את האירוע הטראומטי מחדש."
8,"יש מסיבה מאוד גדולה עם הרבה מאוד אנשים במקום קטן וסגור, אני מעדיפה להימנע ממנה ומחליטה שלא, אני מרגישה מעט סטרס, אני לא מרגישה מאוד בנוח להיות במקום סגור עם המון אנשים. ואם זה יקרה אני ארגיש תחושות לא נעימות שאני מעדיפה לא לחוות,כמו תחושה פיזית  לא נעימה של חום פנימי לא נעים ושקשה קצת לנשום, אני חוששת שאולי לא אצליח לצאת מהסיטואציה ויקרה משהו קיצוני כמו שיגמר לי האוויר כך שלא אצליח לנשום, אתעלף  ואמות."
148,"אני חוששת שאולי הייתי מגמגמת ומרגישה דפיקות לב, ושהדברים שאני אומרת לא ברורים אהיה לחוצה בזמן שאני מדברת."
141,"את עושה מטלות ועבודות מתוך לחץ, שוב דחית את הדברים לרגע האחרון. הדברים לא יוצאים טוב מן הסתם... את שוב מוכיחה שאת רק בינונית, אם את בינונית את לא יכולה להתקבל לתואר שני ולהצליח בתחום שלך, עבדת כל כך קשה אבל זה לא הצליח, את מרגישה כישלון."
150,קיום שיחות קשות גורמות למצוקה פיזית תוך כדי.
64,"אני נמצאת עם חברים בנמל, והם רוצים ללכת לים, הם מציעים לי להצטרף אבל אני לא רוצה להצטרף. אבל בסוף אני מחליטה ללכת איתם - אני מרגישה חרדה, חשש שיסתכלו עלי ויעבירו ביקורת על המראה, הגוף וההתנהגות שלי. אם יחשבו עלי דברים ביקורתיים חברים שלי ירצו להתרחק ממני וימנעו מלדבר איתי, וזה סימן שאני דוחה אנשים כך שאף אחד לא ירצה להתקרב אלי, אז אני אשאר לבד ולא יהיו לי חברים, ואני אחווה בדידות."
74,מפחדת שאם היא תפתח רגשית עם חברה האינטראקציה איתה תגרום לה להרגיש עוד יותר גרוע.
142,"אם לא אלמד לפסיכומטרי, אני לא אעבור את המבחן"
65,אם תלך למפגש חברתי המוני אתה תרגיש לחץ ותחשוב על איך אתה מצטייר
149,"
אני נמצאת בלימודים, בקבוצת למידה קטנה. אנחנו דנים בנושא מסוים ואני שותקת אני רוצה להשתתף בשיחה אבל חוששת בסוף אני מחליטה לדבר. אני מרגישה שמה שאני אומרת לא מספיק ברור ולא קולע למה שמצופה ממני, אני מרגישה לחץ וחוסר נוחות- אחרים בטח תופסים אותי כלא בוגרת וטיפשה. אני לא רוצה שיתפסו אותי ככה זה בדיוק ההפך ממה שהייתי רוצה שיחשבו עלי, ואם ככה חושבים עלי אולי אני באמת לא מתאימה למסגרת ולסביבה ואנשים אחרים טובים יותר ממני. אני ארגיש שיש פער בין מי שאני באמת לאיך שאני מבטאת את עצמי ואת המחשבות שלי."
106,"אני נמצאת עם בעלי בחנייה ליד הרכב, בעלי מציע לי לנהוג מראשון לתל אביב כי הוא שתה כוס בירה, אני מרגישה לחץ אני יודעת שזה הדבר בטיחותי לעשות, ואני רוצה לעשות את זה אבל מרגישה זרמים של חרדה אני רוצה להימנע מזה. אני מחליטה ללכת על זה אני מרגישה מצד אחד גאווה אבל גם לחץ אטומי רק רוצה שהחוויה הזאת תיגמר. אם אנהג אולי תהיה תאונה ואז החיים שלי יהרסו, אני לא שווה כלום ואני לא אצליח לשאת את האשמה והכתם, כי התאונה היא הוכחה שהמחשבות המפחידות שלי ניצחו ואני מרגישה שאין לי שום שליטה על הכלי הזה כך שמחשבה המפחידה שלי הייתה הגיונית, אז המחשבות שלי נכונות ואני באמת ""אפסה"", זה לא רק בראש שלי ובזמן שכל ערס בן 17 מצליח לנהוג אני עושה תאונות וחסרה לי יכולת בסיסית כל כך שיש כמעט לכל אחד.  החרדות שאבא שלי הנחיל לי מגיל קטן  מנהלות אותי אני כנועה מול דבר שאין לו תחליף מבחינתי -ההתניידות שלי. אם אני כנועה מול זה אני מתרחקת מהדימוי העצמי האידאלי שלי, אז אני אדם קטן ומצומצם ואני חלק ממודל של סוג של אנשים שאני לא רוצה להיות בו המבוסס על המשפחה שלי ואנשים שהכרתי. 




"
113,היא בורחת מהסמינריונית כי זה גורם לה ללחץ בלתי נסבל ולתסכול.
155,"הדבר הכי גרוע הוא שירגישו שמשהו בי לא בסדר, והדבר הזה הוא גם שלילי וגם לא בשליטתי ולכן גורם לי תחושה של חוסר אונים וחוסר שליטה."
105,"אם לא הייתי נמנעת, הייתי חוששת שיקרה אסון ותתרחש תאונה (כמו שקרה בעבר)."
81,"קבעתי להפגש עם חברה, גם ניסיתי קצת לדחות או לא לקבוע, אבל בסוף החלטתי להפגש - וגם כשפיזית להכתי לפגישה הרגשתי רמה מסויימת של חרדה וחרדה שלא אהיה מספיק חברותית ודברנית וזורמת."
82,"האנשים הקרובים אלי לא ירצו להיות איתי בקשר, וזה יהיה באשמתי."
102,"אם תצאי לשבת עם המשפחה בסלון במקום ללמוד את תרגישי שהדופק עולה ואת רועדת, את לא יכולה לשלוט בזה. החרדה מנהלת אותך, את קורסת וכל המוטיבציה יורדת לך. את לא מצליחה בפיסוכמטרי, ולא מצליחה לממש את החלום שלך ללמוד קלנאות תקשורת."
104,"את משתתפת בפסטיבל סרטים ומתראיינת מול הפאנל בזום, את בלחץ ואת חושבת על איך מסתכלים עליך, אנשים רואים על הפנים שלך עיוות, והם מתרכזים בו ולא במה שאת אומרת, הם חושבים שיש לך בעיה."
76,"הוזמנתי לארוחה משפחתית מהצד של בעלי על ידי גיסתי, אני רוצה להימנע מזה ולהגיד לה שאני לא מרגישה טוב, אבל אני מחליטה לבסוף כן ללכת על זה. אני מרגישה חרדה אני חוששת שכולם יסתכלו עליי ואני אהיה חריגה, ארגיש לא בנוח תחת המבטים של המשפחה שלי. לאורך החיים בניתי מעטפת עקב חוויות קשות בילדות, ולפתע המעטפת שבניתי שקופה ומתקלפת, הדמות שבניתי לעצמי לאורך החיים עזבה אותי, אני חשופה.  אנשים יראו מי אני באמת וזה מחזיר אותי לחוויות רעות מהעבר, כך שהעבר והווה שלי יתערבבו (שהווה זה אנשים שמכירים אותי היום והעבר זה הריקנות והמקום החלש שממנו באתי).  אנשים ישמו לב זה, כך שאני אהיה בולטת ובמרכז העניינים, זה מעורר בי מצוקה כי זה מחזיר אותי להתעללות קשה בילדותי, במהלכה הייתי גם בולטת בעל כורחי. אז אני היה במקום מוחלש וארגיש עלובה ופאתטית, כי אנשים צריכים להגן עלי כך שזה סימן שאני החלשה ולהיות חלש זה אסור, אנשים ירמסו אותי  אם אהיה חלשה ולא יאהבו אותי."
108,"אני נמצאת בחדר שלי, ובן זוגי שלח לי כתבה בטלפון במטרה שנוכל לשוחח עליה. בכתבה אני רואה בחורה מחייכת למצלמה - אני מתחילה לקרוא את הכתבה ומבינה שהיא על הרצח של אותה בחורה אני רוצה לקרוא את הכתבה אבל התיאורים בה מעוררים בי מצוקה ואני רוצה להפסיק. אני מחליטה בכל זאת לקרוא אותה, אני מוצפת במחשבות על חוסר קיום וחווה התקף חרדה אני ממש מדמיינת את חוסר קיום וממש מבינה ועסוקה בכך שאנחנו זמניים. העיסוק הזה מטריד אותי כי אני לא מצליחה להבין למה אנחנו פה, אם הכל  זמני זה מעצים את המקרים של סבל וכאב בעולם, וזה שאנשים זמניים פוגעים באנשים זמניים אחרים - אז הכל מרגיש לי מטופש ולא הגיוני, ואז אני ארגיש תחושת ווקום ותחושה פיזית של חוסר קיום עצמי."
52,"אני נמצאת בבית שלי, ההורים שלי עוברים דירה ואני מרגישה רע לגבי זה, הם השאירו אצלי בבית ארגזים עם חפצים מהבית בו גדלתי. הארגזים האלה נמצאים בסלון ביתי ומעמיסים על הבית. בעלי מגיע הביתה כועס ואומר שיש פה יותר מדי דברים, אני מבינה שהוא רוצה שאסנן את החפצים וגם אני רוצה, אבל אני יותר מדיי חוששת ולא רוצה להתעסק בזה - אבל מחליטה שאני אגש ואסנן את החפצים.  אני מרגישה חרדה מפחדת להבין שנגמר פרק בחיים בו הבית בו גדלתי כבר לא שייך לנו. אני לא אוהבת שינויים, אם אגע בחפצים אני אזכר ברגעים מבית הילדות שלי, אבל אני לא השלמתי עם עזיבתם של הורי את הבית כך שזה יעורר בי תחושות לא נעימות וחרדה, ואני ארגיש חסרת אונים, אני אתפרק והמצב הנפשי שלי יקרוס. אני מרגישה כבר עכשיו שאני לא מתפקדת כמו שהייתי רוצה, אם המצב הנפשי שלי ידרדר זה יפגע בתפקוד שלי, כך שהקשר שלי עם בעלי יפ, עד רמה שנגיע לגבול שלא נוכל יותר לשאת אחד את השנייה."
47,"אם היית נוהגת, משהו עלול לקרות ואת לא תדעי מה לעשות."
151,"את מקיימת שיחה קשה עם החברה הכי טובה שלך, היא נפגעת ואת מאבדת אותה. את מרגישה ריקנות ובדידות, את לא תוכלי למלא את החלל הזה."
87,"אני ארגיש לחץ ועצבים, תחושה של דפיקות לב, תסכול וחרטה על מה שאני עושה."
17,אני לא רוצה לנסוע לירושלים- אני לא אוהב את העיר וזה יעורר בי זכרונות מהעבר אולי אתקל באנשים מפעם.
114,"את מתיישבת לעבוד על הסמינריונית ואת מרגישה עצבים בגוף, הסמינריונית לא יוצאת טוב ואת מביכה את עצמך מול המנחה, הוא נותן לך ציון שהוא לא עובר ואת תקועה עם התואר השני הזה ולא מתקדמת הלאה לחיים אליהם את מייחלת."
136,"את נוהגת ומרגישה חוסר אונים, את חוששת לחייך ומרגישה חרדה."
86,"אני עם חברים ברכב ואנחנו נוסעים חזרה מחופשה באילת, הנהג התעייף ורוצה שאחליף אותו- אני לא רוצה לעשות את זה, וחוששת מכך אבל  מחליטה להחליף אותו. אני נוסעת ברכב ובטעות עושה משהו לא נכון ונכנסת לתאונה שקרתה באשמתי. אחד הנוסעים נהיה נכה בגללי, כך שהוא לא יכול יותר ללכת ומקובע לכיסא גלגלים. אז ארגיש  אשמה כל הזמן, וארצה לחפר על מה שעשיתי, אבל  אני יודעת שגם אם הוא יסלח לי זה לא ישנה לי כי הוא עדיין נכה. תחושת האשמה לא תעבור לי ואני לא אסלח לעצמי. ארגיש שחיי אפלים, ושאסור לי לשמוח כי עשיתי משהו רע, ואז אבלה את כל חיי בחרטה ואשמה, ולא באופן שאני רוצה לחיות.  המצב הנפשי שלי ידרדר ואהיה בדיכאון."
34,"אם תצטרכי לדבר על הרגשות שלך זה יגרום לך להזכר בדברים מהעבר שיציפו אותך, הדבר יגרום לך לשקוע ואת תרגישי פחות אפקטיבית בלימודים. את תכשלי בלימודים למרות שאת יודעת שאת מסוגלת להצטיין."
103,אם היית מדברת בפני אנשים זה היה גורם לך לאי נוחות רבה
30,"אני נמצאת בבית קפה עם חברה בשעת ערב אנחנו נפגשות אחרי הרבה זמן שלא התראינו, 
 ומשוחחות, היא נפתחת בפני מספרת לי דברים מאוד עמוקים אני מרגישה שקיימת ממני גם ציפייה להיפתח ולדבר על דברים עמוקים ועל הרגשות שלי, היא שואלת אותי שאלות עמוקות וזה גורם לי להרגיש לא בנוח אבל אני מחליטה להיפתח בפניה, הנושאים האלה גורמים לי לבכות, אני בוכה ומרגישה חלשה זה מביך אותי, זה מעצים את זה שאני חלשה ושאני נשברת מכל דבר, פעם הבאה שיהיה משהו קצת מורכב זה ישבור אותי אני לא אצליח להתרומם ואשתגע, אני אאבד את עצמי אפסיק לפעול למען המטרות שלי ואאבד משמעות בחיים שלי."
145,להיות כישלון
55,אם תדברי עם אנשים זרים את תרגישי חרדה ופחד
77,אם תכנסי לאינטראקציה שלילית עם אנשים את תרגישי פגועה.
25,"אם תמצאי עבודה שתרצי להתקבל אליה, את תיהי מוטרדת מהמחשבות אחרי הראיון"
45,אם היא הייתה גרה עם אנשים שהיא לא מכירה היית מרגישה לא בנוח בבית שלך
154,"משהו בי לא מסתדר לי, וזה מעורר תחושה לא נעימה."
27,"אם הילדים היו יוצאים לקאמפ היית יושבת בבית ודואגת, מריצה תסרטים בראש של מה יכול לקרות להם."
107,"אם הייתי קרואת את הכתבה על הבחורה שנקברה בחיים,אני חוששת שזה היה מציף אותי וגורם להתקף חרדה"
28,"אם היית נותנת לילדים לצאת לטיול, היית יושבת בבית מלאת חששות. אם החששות האלה יתממשו- במצב הכי גרוע אחד הילדים ימות, את תצטרכי להתמודד עם האובדן."
10,"אם היית מרגישה תחושות פיזיות רעות בבדיקות דם, הגוף שלך היה יוצא משליטה ואנשים סביבך היו נכנסים להיסטריה. אם אנשים נכנסים להיסטריה, יכול להיות שמשהו לא בסדר אצלך, הכי מפחיד- אם זה משהו שבסופו של דבר יוביל למותך. מה שבא אחרי המוות הוא מציאות לא נתפסת, אין לך וודאות מה קורה שם ואין דרך חזרה."
84,"אני עובדת בתחום הקולנוע ויצרתי סדרת רשת, הציעו לי להתראיין בפלטפורמה דיגטלית- דבר שהיה יכול לקדם אותי ואת הפרויקט שלי, אני חוששת רוצה להימנע מזה אבל בסוף מסכימה. אני נמצאת באולפן, ואני מרגישה שמסתכלים עלי ובוחנים אותי, אני צריכה לחשוב טוב מה להגיד,  אני מרגישה שבוחנים את מה שאני אומרת ואת איך שאני נראית. אני לא רוצה  לצאת ""טיפשה"", ולדבר על נושאים שאני לא מבינה בהם או אומר משהו שיגרום לאנשים לתהות לגבי היכולות שלי. אם אנשים תוהים לגבי היכולות שלי אני גם אתהה לגבי עצמי ולגבי הדברים שאני עושה כך שאהיה לי קשה להתמודד עם זה - אז יהיו לי ספקות  על כך וזה יגרום לי לערער על החלום שלי שאותו רציתי להגשים. אז אני אוותר על החלום ואנסה למצוא משהו אחר לעשות, כך שאעשה משהו שאני לא אוהבת לא משמעותי ושלא מדבר לאנשים אחרים- ולא אגשים ואממש את עצמי"
24,"אם תצאי מהבית את עלולה לקבל תגובות על המקל שאת נעזרת בו, אנשים יחשבו שאת מסכנה וירחמו עליך, זה יגרום לך להרגיש נחותה מהם כי את מצטיירת לא רק כחלשה פיזית, אלא גם נפשית. את תראי כאדם חלש שלא יכול להעניק לסביבתו, וכתוצאה מכך את תיהי לא מוערכת על ידי אחרים."
71,"אם תשאירי את האוכל בגוף זה יגרום לך להיסטריה וחרדה, תחושות שאת צריכה להוציא את זה החוצה."
33,אם תדברי על דברים שמלחיצים אותך זה ילחיץ אותך יותר ויכניס אותך למצוקה.
22,"אני נמצאת בחדר, ואני רואה הודעה מבחור שאני מגלה בו עניין, הוא רוצה שנצא ""דייט"", אני רואה את ההודעה ומרגישה את הבטן מתהפכת, אני לחוצה ולא רגועה, אני רוצה להיפגש אתו אבל מפחדת - רוצה לרשום שזה לא מתאים אבל מחליטה ללכת על זה, אני רושמת לו שזה מתאים ובוא ניפגש.  מרגישה לחץ, ושאני צריכה להכין את עצמי נפשית, אני נלחצת מלשבת אחד על אחד, לא יהיה לי מה להגיד והוא יחשוב שאני לא מעניינית, תהיה שתיקה מביכה, ואני אנסה להגיד משהו אבל  אני אצא מוזרה בשיחה. אם אצא מוזרה בשיחה אז אני לא ימצא חן בעיניו, וזה יהיה באשמתי. אם ארגיש שזה באשמתי אז אולי לא אמצא חן בעיני אף אחד אחר, כי אני תמיד יגרום לזה וזה יחזור על עצמו כך שאני אשאר לבד , וזה לא החיים שרציתי לעצמי זה ישפיע עליי ולא אהיה שמחה, ואז לא היה מרוצה מהדברים שיש לי בחיים ואז אעבור את החיים באופן כזה של חוסר רצון וזה לא יגמר."
54,"אני צריכה להרשם לקורסים לסמסטר הקרוב, צריכה לבחור קורסי בחירה - אני רוצה לקחת הרבה קורסים כדיי לסיים את התואר מהר יותר, אבל אני נרתעת ורוצה להוריד מהעומס -  ולפרוס את התואר ולהוסיף עוד סמסטר,  אני מחליטה להעמיס על עצמי ולחקת יותר קורסים. אני מרגישה לחץ מההחלטה, מבינה שזה יהיה קשה מאוד ומרגישה את הדופק מתגבר.  מה שבעיקר מפחיד אותי אותי זה תקופת המבחנים והמטלות באמצע סמסטר, אני מפחדת שלא יהיה לי מספיק זמן להתכונן לכל מבחן, ואם זה יהיה צפוף אני אהיה לחוצה, כך שאכשל בחלק מהמבחנים. אם אכשל במבחן או אקבל ציון נמוך אני ארגיש אכזבה מעצמי  וארגיש טיפשה שלא הצלחתי, זה מטריד אותי כי אני מאוד מעריכה חוכמה וזה יגרום לי להרגיש מאוד לא טוב עם עצמי. הדימוי העצמי שלי מאוד מושפע מכמה אני תופסת את עצמי כחכמה ואני לא עומדת באמות המידה החשובות לי, אז אני אשנא את עצמי ,זה יגרום לי לבטל את עצמי ולרצות אחרים כדי שאחרים ירצו להיות חברים שלי, או ירצו להיות בסביבתי. 
"
120,"יגיע לערב ההיכרויות, לא ירגיש אותנטי, ירגיש תחרותיות, ירצה שהאירוע יסתיים, יהיה לחוץ."
128,"את יוצאת מסיבה, את לא מצליחה לתקשר טוב עם אנשים שם, את מתביישת ולא מרגישה בנוח."
156,"אם אדבר בישיבת צוות בעבודה, אני אהיה אדמה וארגיש את הלב, אני אהיה לחוצה לגבי מה חושבים עליי."
140,"להושיב את עצמך ללמוד גורם לך להרגיש לחץ, חרדה משתקת"
42,"אני נמצאת בבית אוכלת קרואסונים, אני מרגישה שאני צריכה לרוקן את זה, אבל מחליטה שאני לא מרוקנת ומשאירה את  זה בגוף שלי. ההחלטה הזאת מעוררת בי חרדה, זה מטריד אותי כי במשך 20 שנים הקפדתי לא לשמור מזון בגוף שליף והרסתי את זה ברגע. זו נורא מבחינתי כי לאורך החיים הפרעת האכילה מנעה ממני להשיג דברים בחיים שלי שרציתי - אז אם הרסתי את כל ההשקעה ברגע זה אומר שסתם לא השגתי את הדברים שרציתי. כך שאני אהיה עם דיסוננס וארגיש חסרת תכלית, אני לא יודעת מה יהיה עכשיו, אין לי שום וודאות לגבי העתיד ואני מפחדת שהוא לא יהיה חיובי, ואני ארגיש חוסר משמעות בחיים שלי. כך שזה יגדיל את הרצון שלי להתאבד, אבל להתאבד איננה אופציה מבחינתי כי אם אתאבד אמא שלי תבוא בעקבותיי"
41,"אני בבית, אוכלת קרואסונים, אני לא רוצה להשאיר את זה בגוף שלי ומרגישה שאני צריכה להתרוקן. אבל מחליטה לא להתרוקן מרגישה שאני רוצה למות כי הייתי צריכה לאכול משהו פחות משמין."
143,"אני צריכה לעשות פסיכומטרי, אני רוצה ללמוד כל רגע אם לא אלמד לפסיכומטרי ארגיש חרדה, ואני לא אקבל את הציון שאני צריכה כדי ללמוד את התואר שאני רוצה. זה נורא כי עכשיו זה אומר שאני צריכה שוב ללמוד לפסיכומטרי ואני לא אוהבת את האופן בו אני מגיבה בלמידה למבחן. אני לחוצה ובמצוקה ומכירה בעצמים חלקים חדשים שאני לא אוהבת, אני לא מצליחה להשתלט על התמודדות שלי במבחן  וזה מונע ממני לעשות את המיטב שלי  כך שאני  פוגעת בעצמי ומתעסקת במחשבות  במקום להיות בכאן ובעכשיו, זה נורא כי אני חווה את החיים באופן חלקי ולא נמצאת ברגע. זה לא האופן שבו אני רוצה לחיות את החיים, ואם כך אחיה אותם אני ארגיש שאני לא באמת חיה והחיים עוברים על פניי.


"
