rid,fear
81,I walk into a room full of people at a party/disco on my own. There are people I know there from work but they are all friends with someone else there. --> Everyone is talking to someone and I don't know where to go or who to speak to. --> Everyone gets up to dance and I hate dancing and feel anxious and self conscious as I feel I'll be stared at if I dance or look off if I don't. --> I get up to dance and feel excruciatingly embarrassed --> n/a --- That I will make a fool of myself in front of lots of people and be made fun of. --- It prevents me from going to some social events because of the fear of anxiety during some social events.
75,Being away from home without the reassurance of knowing I could get comfort if I became unwell. --> I would panic and experience further pain and discomfort --> I would not be able to tolerate the pain and distress --> The pain wouldn't stop --> I would not cope --- My core threat is that I will be alone in a situation where I experience unbearable pain. --- I don't think anybody wants to experience unbearable pain but I suppose I spend more time thinking about trying to avoid pain than most other people.
60,"This is difficult for me to answer, as what I want to elimate is populist politics that is damaging our democracy and causing me to worry about the lack of response to climate change and the covid pandemic, but that is not a situation.  I think public speaking would be more relevant to the question you are asking, so I'll choose that.  It isn't a massive issue for me because I just avoid it and I don't feel that I miss out because of it, but I think it would be quite nice to have the confidence to speak in public, not necessarily to give presentations, but just to be able to speak out when in a big group meeting or similar, as I wouldn't currently speak even if I had something that I wanted to say.  I don't speak because I get sweaty and nervous, and worry that I won't be heard or listened to, as I hate being the centre of attention."
97,I sit there awkardly --> Everyone else is having a good time and I am not --> My friends that I know become friends with the other friends we don't know --> They all become good friends and start going out and doing stuff together --> I don't get invited and lose my friends and become lonely. --- That I will be lonely and have no friends --- I'll always be a loner
133,The fear of losing my other son or one of my grandchildren
108,fear of doing things alone
63,Getting caught in a bomb explosion with family getting hurt --> Getting bit by a venomous animal --> Getting stabbed multiple times by someone --> Getting caught with a terrible car accident with parents --> Member of family getting struck with an terminal illness --- Getting hurt in a very painful and slow manner. --- Getting hurt in a very painful and slow manner. Because I would suffer for a very long time.
32,I WOULD ELIMINATE MY LOW INCOME AND MY DEBTS
125,a family member will become unwell --> they will be in pain that I cannot help with --> they will die --- My core threat is losing someone I love --- I feel I could die from the emotional pain of losing someone I love
22,I would eliminate ever having to encounter a spider again.
55,I would have confirmation that I am ugly --> Rejection --> being unloveable --> How my dad was with me is how all men see me --> i am worthless --- Rejection and confirmation of the low self worth I have of myself that I got from how my dad treated me --- makes me feel worthless and unloved/unloveable
107,i might get lost and not know how to get back --> someone might try to hurt me --> i wont be able to defend myself --> i will die/be severely injured --> my parents may blame me for going out alone --- my core threat i guess is my parents blaming me for something bad happening to me instead of supporting me. --- my parents approval is important to me however much i try to not care
76,Being away from home without the reassurance of knowing I could get comfort if I became unwell.
111,"car will crash --> others injured our mistake --> my family injured --> death --> living after death of family --- That my family will die and they are my sole reason for living. --- Every time I sit in the car I have a level of anxiety. I don't drive, my husband is careful but I still panic in traffic, overtaking, at night, in the rain.. I am an awful passenger and I feel guilty that my husband has to drive knowing that I am having a silent meltdown beside him."
89,"I won't be able to escape and nobody will know I am there --> I will hurt myself trying to escape and there will be nobody to help me --> I will die whilst trapped and will die alone --> x --> x --- I won't be able to get out of where I am trapped and nobody will know I am there, and therefore I will die --- I cannot go into a lift, and will always use the stairs. This is inconvenient at times and I feel like other people don't understand my fear"
6,"Loneliness - the 'feeling left out' mentioned above. It is one of the few things - if not the thing - that truly bothers me. I am a loner and enjoy my own company but still feel lonely a lot of the time. I think it's a need for companionship, of being 'cared for'. I don't propose that I be surrounded by people all the time, just a sense of knowing that someone is there should I need them."
